GeoFIPS,GeoName,Region,Table,LineCode,IndustryClassification,Description,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
15000,Hawaii,8,CA30,210,...,    Proprietors' income,2694544,3029796,3474756,3713359,3865573,4072289,4531290,4747099,3997445,4026358,4150687,3925048,3800555,4416758,4496494,4617785,4845236,5145860
15000,Hawaii,8,CA30,220,...,      Farm proprietors' income,43843,40387,39138,49891,51775,43780,64496,68269,52113,-25111,-14294,-23220,-18671,-37463,-16462,-8674,-32613,-31102
15000,Hawaii,8,CA30,230,...,      Nonfarm proprietors' income,2650701,2989409,3435618,3663468,3813798,4028509,4466794,4678830,3945332,4051469,4164981,3948268,3819226,4454221,4512956,4626459,4877849,5176962
15000,Hawaii,8,CA30,240,...,Total employment (number of jobs),737047,750083,752541,757924,774025,798107,821021,843697,866359,860560,832955,825113,835934,849585,868479,883310,901694,914407
15000,Hawaii,8,CA30,250,...,  Wage and salary employment,607879,624169,628021,631241,642743,658782,675167,691638,700035,695147,667763,661830,669911,681247,693899,703475,715730,723454
15000,Hawaii,8,CA30,260,...,  Proprietors employment,129168,125914,124520,126683,131282,139325,145854,152059,166324,165413,165192,163283,166023,168338,174580,179835,185964,190953
15000,Hawaii,8,CA30,270,...,    Farm proprietors employment 6/,5274,5258,5236,4795,4719,4604,4605,4513,6154,6006,5903,5848,5776,5658,5693,5696,5712,5708
15000,Hawaii,8,CA30,280,...,    Nonfarm proprietors employment,123894,120656,119284,121888,126563,134721,141249,147546,160170,159407,159289,157435,160247,162680,168887,174139,180252,185245
15000,Hawaii,8,CA30,290,...,Average earnings per job (dollars),34080,35601,37353,39415,41118,42718,44567,45801,45923,47525,48367,49335,50493,52029,52302,53458,54915,56035
15000,Hawaii,8,CA30,300,...,  Average wages and salaries,29916,30718,31577,33068,34247,35921,37297,38845,40545,41983,42725,43253,44020,45042,45452,46694,48368,49601
15000,Hawaii,8,CA30,310,...,  Average nonfarm proprietors' income,21395,24776,28802,30056,30134,29903,31624,31711,24632,25416,26147,25079,23833,27380,26722,26568,27061,27947
16000,Idaho,7,CA30,10,...,Personal income (thousands of dollars),30162818,32598344,34065858,35094185,36387793,39464798,41863825,46053410,49037046,50680252,48865949,49842157,52744839,55370347,57581151,60744450,64209286,66433410
16000,Idaho,7,CA30,45,...,  Net earnings by place of residence,20257684,22034526,22781678,23463947,23920493,25930526,27295973,29829564,31498204,31805514,30385580,30588989,32111422,33242221,35045790,36823052,38604812,40253465
16000,Idaho,7,CA30,50,...,  Personal current transfer receipts,3823132,4144677,4634890,5019168,5336406,5716217,6174580,6704949,7277697,8477302,9318070,10240704,10297453,10441054,10774844,11224923,11836888,12251170
16000,Idaho,7,CA30,60,...,    Income maintenance benefits 1/,303524,307780,321592,375203,435351,481401,541854,558741,625985,700448,874768,1016764,1088753,1068103,1080416,1039988,1019151,1004319
16000,Idaho,7,CA30,70,...,    Unemployment insurance compensation,113540,112868,165139,249303,252050,176155,144905,121790,139107,265105,638797,598891,439958,321467,213330,137766,127313,119822
16000,Idaho,7,CA30,80,...,    Retirement and other,3406068,3724029,4148159,4394662,4649005,5058661,5487821,6024418,6512605,7511749,7804505,8625049,8768742,9051484,9481098,10047169,10690424,11127029
16000,Idaho,7,CA30,90,...,"  Dividends, interest, and rent 2/",6082002,6419141,6649290,6611070,7130894,7818055,8393272,9518897,10261145,10397436,9162299,9012464,10335964,11687072,11760517,12696475,13767586,13928775
16000,Idaho,7,CA30,100,...,  Population (persons) 3/,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1571010,1584143,1595911,1612011,1633532,1652828,1683140
16000,Idaho,7,CA30,110,...,  Per capita personal income 4/,23645,25087,25808,26182,26689,28355,29311,31357,32580,33031,31436,31726,33296,34695,35720,37186,38848,39470
16000,Idaho,7,CA30,120,...,  Per capita net earnings 4/,15880,16957,17259,17506,17545,18631,19112,20311,20928,20729,19548,19471,20271,20830,21740,22542,23357,23916
16000,Idaho,7,CA30,130,...,  Per capita personal current transfer receipts 4/,2997,3190,3511,3745,3914,4107,4323,4565,4835,5525,5994,6519,6500,6542,6684,6872,7162,7279
16000,Idaho,7,CA30,140,...,    Per capita income maintenance benefits 4/,238,237,244,280,319,346,379,380,416,457,563,647,687,669,670,637,617,597
16000,Idaho,7,CA30,150,...,    Per capita unemployment insurance compensation 4/,89,87,125,186,185,127,101,83,92,173,411,381,278,201,132,84,77,71
16000,Idaho,7,CA30,160,...,    Per capita retirement and other 4/,2670,2866,3143,3279,3410,3635,3842,4102,4327,4896,5021,5490,5535,5672,5882,6151,6468,6611
16000,Idaho,7,CA30,170,...,"  Per capita dividends, interest, and rent 4/",4768,4940,5037,4932,5230,5617,5877,6481,6818,6777,5894,5737,6525,7323,7296,7772,8330,8275
16000,Idaho,7,CA30,180,...,  Earnings by place of work,22362247,24356261,25121599,25934535,26528051,28747081,30380479,33307167,35098339,35485302,33901700,34247877,35296912,36368093,38812950,40704859,42741090,44593372
16000,Idaho,7,CA30,190,...,    Wages and salaries,15090399,16650453,16997504,17448657,17990895,19246327,20655363,22715701,24012576,23954785,22820540,22973575,23495046,24162542,25274195,26671760,27881452,29443921
16000,Idaho,7,CA30,200,...,    Supplements to wages and salaries,3517876,3882274,4034248,4225236,4487235,4862963,5259435,5852030,6123901,6187848,6017206,6201669,6084684,6198568,6663188,6521901,7172739,7692475
16000,Idaho,7,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,2162097,2406112,2543105,2698921,2897524,3178592,3438355,3826013,4024271,4107836,3970611,3984215,3856336,3920889,4348998,4153721,4705654,5120962
16000,Idaho,7,CA30,202,...,      Employer contributions for government social insurance,1355779,1476162,1491143,1526315,1589711,1684371,1821080,2026017,2099630,2080012,2046595,2217454,2228348,2277679,2314190,2368180,2467085,2571513
16000,Idaho,7,CA30,210,...,    Proprietors' income,3753972,3823534,4089847,4260642,4049921,4637791,4465681,4739436,4961862,5342669,5063954,5072633,5717182,6006983,6875567,7511198,7686899,7456976
16000,Idaho,7,CA30,220,...,      Farm proprietors' income,650277,616812,719089,642554,450455,907778,667184,550848,948751,1150613,448634,928888,1553031,1469453,1645360,1732619,1653771,1314545
16000,Idaho,7,CA30,230,...,      Nonfarm proprietors' income,3103695,3206722,3370758,3618088,3599466,3730013,3798497,4188588,4013111,4192056,4615320,4143745,4164151,4537530,5230207,5778579,6033128,6142431
16000,Idaho,7,CA30,240,...,Total employment (number of jobs),747371,776917,783345,791352,801235,826028,862374,900908,930956,923042,883484,869366,879375,883399,903195,925712,949247,977416
16000,Idaho,7,CA30,250,...,  Wage and salary employment,580625,604213,610772,612954,617395,633683,655683,683804,700563,693158,652632,643274,647201,652559,668126,685779,704095,726927
16000,Idaho,7,CA30,260,...,  Proprietors employment,166746,172704,172573,178398,183840,192345,206691,217104,230393,229884,230852,226092,232174,230840,235069,239933,245152,250489
16000,Idaho,7,CA30,270,...,    Farm proprietors employment 6/,24451,24595,24539,24868,23888,23223,23036,22450,22402,22577,22951,22805,22683,22207,22272,22193,22323,22219
16000,Idaho,7,CA30,280,...,    Nonfarm proprietors employment,142295,148109,148034,153530,159952,169122,183655,194654,207991,207307,207901,203287,209491,208633,212797,217740,222829,228270
16000,Idaho,7,CA30,290,...,Average earnings per job (dollars),29921,31350,32070,32772,33109,34802,35229,36971,37701,38444,38373,39394,40139,41168,42973,43971,45026,45624
16000,Idaho,7,CA30,300,...,  Average wages and salaries,25990,27557,27830,28467,29140,30372,31502,33220,34276,34559,34967,35714,36303,37027,37828,38893,39599,40505
16000,Idaho,7,CA30,310,...,  Average nonfarm proprietors' income,21812,21651,22770,23566,22503,22055,20683,21518,19295,20221,22200,20384,19877,21749,24578,26539,27075,26909
17000,Illinois,3,CA30,10,...,Personal income (thousands of dollars),383408287,412843444,426266101,431913030,439257453,456106668,474731421,507325828,536586280,552691325,524590671,535463835,562292466,587601163,600782652,628783275,652685245,663338023
17000,Illinois,3,CA30,45,...,  Net earnings by place of residence,267330902,286740526,297599243,302821856,308194117,319714747,327658669,346992805,361345088,367760316,345212907,350311969,371164607,386205096,396557144,410071306,422413407,431638975
17000,Illinois,3,CA30,50,...,  Personal current transfer receipts,42210110,44889486,48436278,52076636,54300346,56262216,61751849,62786162,69334125,76328260,85729505,93214194,89309835,89485066,93315844,94925682,99890027,100687001
17000,Illinois,3,CA30,60,...,    Income maintenance benefits 1/,4524228,4493472,4615255,4984759,5382364,6182598,7234938,7681337,7488027,8028725,9404760,10112557,10596881,10893416,11153492,11220066,11460217,11263773
17000,Illinois,3,CA30,70,...,    Unemployment insurance compensation,1175383,1229915,1913426,3037407,3021980,2164759,1822906,1668408,1865666,2751365,6990548,7200940,5455053,4201899,3532822,2022036,1789269,1792047
17000,Illinois,3,CA30,80,...,    Retirement and other,36510499,39166099,41907597,44054470,45896002,47914859,52694005,53436417,59980432,65548170,69334197,75900697,73257901,74389751,78629530,81683580,86640541,87631181
17000,Illinois,3,CA30,90,...,"  Dividends, interest, and rent 2/",73867275,81213432,80230580,77014538,76762990,80129705,85320903,97546861,105907067,108602749,93648259,91937672,101818024,111911001,110909664,123786287,130381811,131012047
17000,Illinois,3,CA30,100,...,  Population (persons) 3/,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12841578,12860012,12870798,12879505,12867544,12839047,12801539
17000,Illinois,3,CA30,110,...,  Per capita personal income 4/,31023,33202,34133,34483,34984,36228,37648,40124,42265,43358,40994,41698,43724,45654,46646,48866,50836,51817
17000,Illinois,3,CA30,120,...,  Per capita net earnings 4/,21630,23061,23830,24176,24546,25395,25984,27443,28462,28851,26977,27280,28862,30006,30790,31869,32901,33718
17000,Illinois,3,CA30,130,...,  Per capita personal current transfer receipts 4/,3415,3610,3878,4158,4325,4469,4897,4966,5461,5988,6699,7259,6945,6953,7245,7377,7780,7865
17000,Illinois,3,CA30,140,...,    Per capita income maintenance benefits 4/,366,361,370,398,429,491,574,608,590,630,735,787,824,846,866,872,893,880
17000,Illinois,3,CA30,150,...,    Per capita unemployment insurance compensation 4/,95,99,153,242,241,172,145,132,147,216,546,561,424,326,274,157,139,140
17000,Illinois,3,CA30,160,...,    Per capita retirement and other 4/,2954,3150,3356,3517,3655,3806,4179,4226,4724,5142,5418,5911,5697,5780,6105,6348,6748,6845
17000,Illinois,3,CA30,170,...,"  Per capita dividends, interest, and rent 4/",5977,6531,6424,6149,6114,6365,6766,7715,8342,8520,7318,7159,7917,8695,8611,9620,10155,10234
17000,Illinois,3,CA30,180,...,  Earnings by place of work,299264955,320465017,332473583,338394378,344874726,358434142,368482446,389264744,404833038,411621956,388191161,393968595,412760336,429257221,445765672,460475996,474668604,484852761
17000,Illinois,3,CA30,190,...,    Wages and salaries,222634968,236918335,242225035,243025957,245936323,256671215,267041051,282735354,297798934,303218608,286828581,291033696,303015224,314839484,320205722,333331334,350076101,355280351
17000,Illinois,3,CA30,200,...,    Supplements to wages and salaries,46090900,48825367,51373369,54607896,57348854,60623507,64495220,67228738,69660669,70728389,70660343,70269704,73656700,76184964,76904283,76891106,78313730,81394009
17000,Illinois,3,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,31022184,32978771,35173275,38204077,40421515,42450436,45050414,47171046,48978276,49983387,51069787,50212884,52079602,53329624,54019936,53498170,54322080,57129581
17000,Illinois,3,CA30,202,...,      Employer contributions for government social insurance,15068716,15846596,16200094,16403819,16927339,18173071,19444806,20057692,20682393,20745002,19590556,20056820,21577098,22855340,22884347,23392936,23991650,24264428
17000,Illinois,3,CA30,210,...,    Proprietors' income,30539087,34721315,38875179,40760525,41589549,41139420,36946175,39300652,37373435,37674959,30702237,32665195,36088412,38232773,48655667,50253556,46278773,48178401
17000,Illinois,3,CA30,220,...,      Farm proprietors' income,704247,1434086,1278325,609300,1447693,3121557,1231532,1453271,2534340,4092495,2184844,2185626,4920903,2689892,7599081,3131501,-14273,1079582
17000,Illinois,3,CA30,230,...,      Nonfarm proprietors' income,29834840,33287229,37596854,40151225,40141856,38017863,35714643,37847381,34839095,33582464,28517393,30479569,31167509,35542881,41056586,47122055,46293046,47098819
17000,Illinois,3,CA30,240,...,Total employment (number of jobs),7218622,7358181,7309668,7220208,7196202,7253206,7344124,7459072,7591935,7571292,7329938,7256480,7383923,7438314,7506378,7617864,7752150,7824152
17000,Illinois,3,CA30,250,...,  Wage and salary employment,6152804,6243126,6189405,6084529,6015734,6018274,6055202,6135532,6183040,6155329,5871718,5795826,5858922,5926484,5968301,6048485,6143223,6178249
17000,Illinois,3,CA30,260,...,  Proprietors employment,1065818,1115055,1120263,1135679,1180468,1234932,1288922,1323540,1408895,1415963,1458220,1460654,1525001,1511830,1538077,1569379,1608927,1645903
17000,Illinois,3,CA30,270,...,    Farm proprietors employment 6/,80809,80224,76657,66349,63342,61664,61040,59651,62701,62656,62244,62436,62365,61551,62130,61670,60902,59873
17000,Illinois,3,CA30,280,...,    Nonfarm proprietors employment,985009,1034831,1043606,1069330,1117126,1173268,1227882,1263889,1346194,1353307,1395976,1398218,1462636,1450279,1475947,1507709,1548025,1586030
17000,Illinois,3,CA30,290,...,Average earnings per job (dollars),41457,43552,45484,46868,47925,49417,50174,52187,53324,54366,52960,54292,55900,57709,59385,60447,61231,61969
17000,Illinois,3,CA30,300,...,  Average wages and salaries,36184,37949,39135,39942,40882,42649,44101,46082,48164,49261,48849,50214,51719,53124,53651,55110,56986,57505
17000,Illinois,3,CA30,310,...,  Average nonfarm proprietors' income,30289,32167,36026,37548,35933,32403,29086,29945,25880,24815,20428,21799,21309,24508,27817,31254,29905,29696
18000,Indiana,3,CA30,10,...,Personal income (thousands of dollars),160634031,171538788,175890307,178158904,182215699,189976741,195121894,207376568,215098965,225759917,220157359,227692069,242797724,253770962,257170310,266902076,276730346,285863662
18000,Indiana,3,CA30,45,...,  Net earnings by place of residence,112313822,119356253,121561085,123189733,126423910,132177908,135124559,141515593,145113737,149222192,142818425,148218602,159811504,166527987,169573680,174005039,178929219,186549991
18000,Indiana,3,CA30,50,...,  Personal current transfer receipts,20202431,21735529,24020576,25486467,26507632,28068082,30564590,33004499,34605173,40072218,44273993,47304777,47380960,48921944,49321545,52332153,54783912,55884667
18000,Indiana,3,CA30,60,...,    Income maintenance benefits 1/,1644425,1723432,1809693,2026419,2210383,2422875,2702297,2821299,3046088,3460738,4410696,5146354,5101449,5046246,5116145,5128115,5122880,4975658
18000,Indiana,3,CA30,70,...,    Unemployment insurance compensation,263943,304545,596021,873469,960577,748081,710380,779379,769419,1228062,3243301,2902514,2020650,1453139,884143,438886,361268,331747
18000,Indiana,3,CA30,80,...,    Retirement and other,18294063,19707552,21614862,22586579,23336672,24897126,27151913,29403821,30789666,35383418,36619996,39255909,40258861,42422559,43321257,46765152,49299764,50577262
18000,Indiana,3,CA30,90,...,"  Dividends, interest, and rent 2/",28117778,30447006,30308646,29482704,29284157,29730751,29432745,32856476,35380055,36465507,33064941,32168690,35605260,38321031,38275085,40564884,43017215,43429004
18000,Indiana,3,CA30,100,...,  Population (persons) 3/,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6490528,6516480,6537743,6569102,6595233,6612768,6633053
18000,Indiana,3,CA30,110,...,  Per capita personal income 4/,26573,28159,28704,28941,29406,30479,31077,32747,33717,35139,34084,35081,37259,38816,39148,40469,41848,43097
18000,Indiana,3,CA30,120,...,  Per capita net earnings 4/,18580,19593,19838,20011,20402,21206,21521,22347,22747,23226,22110,22836,24524,25472,25814,26383,27058,28124
18000,Indiana,3,CA30,130,...,  Per capita personal current transfer receipts 4/,3342,3568,3920,4140,4278,4503,4868,5212,5424,6237,6854,7288,7271,7483,7508,7935,8285,8425
18000,Indiana,3,CA30,140,...,    Per capita income maintenance benefits 4/,272,283,295,329,357,389,430,446,477,539,683,793,783,772,779,778,775,750
18000,Indiana,3,CA30,150,...,    Per capita unemployment insurance compensation 4/,44,50,97,142,155,120,113,123,121,191,502,447,310,222,135,67,55,50
18000,Indiana,3,CA30,160,...,    Per capita retirement and other 4/,3026,3235,3527,3669,3766,3994,4325,4643,4826,5507,5669,6048,6178,6489,6595,7091,7455,7625
18000,Indiana,3,CA30,170,...,"  Per capita dividends, interest, and rent 4/",4651,4998,4946,4789,4726,4770,4688,5188,5546,5676,5119,4956,5464,5862,5827,6151,6505,6547
18000,Indiana,3,CA30,180,...,  Earnings by place of work,123292642,130628661,132758773,135275966,139120066,145571063,149433215,156453878,159841327,164149612,156371757,162394016,172459850,179928705,185459674,190749520,195872273,204293236
18000,Indiana,3,CA30,190,...,    Wages and salaries,91587831,95775772,96496186,98009747,100524218,105582202,108670096,113132985,116663683,118169279,111500175,114449316,119250104,124676083,127567645,132309103,138703704,142978048
18000,Indiana,3,CA30,200,...,    Supplements to wages and salaries,19991679,21742235,22313001,23020230,24271968,25474034,26920951,28154083,29087459,29682333,27252157,28406325,29176021,30765760,30446059,33067843,32135097,35152719
18000,Indiana,3,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,13382184,14846343,15365849,15929519,16883693,17704189,18778823,19684526,20427111,20874554,18847729,19807275,20119002,21313264,20753001,23032331,21686064,24533266
18000,Indiana,3,CA30,202,...,      Employer contributions for government social insurance,6609495,6895892,6947152,7090711,7388275,7769845,8142128,8469557,8660348,8807779,8404428,8599050,9057019,9452496,9693058,10035512,10449033,10619453
18000,Indiana,3,CA30,210,...,    Proprietors' income,11713132,13110654,13949586,14245989,14323880,14514827,13842168,15166810,14090185,16298000,17619425,19538375,24033725,24486862,27445970,25372574,25033472,26162469
18000,Indiana,3,CA30,220,...,      Farm proprietors' income,209889,611639,781050,205437,961946,1708761,1011551,834451,1156416,1928068,1127988,1190413,2334721,1888764,4766556,2484456,764441,1509500
18000,Indiana,3,CA30,230,...,      Nonfarm proprietors' income,11503243,12499015,13168536,14040552,13361934,12806066,12830617,14332359,12933769,14369932,16491437,18347962,21699004,22598098,22679414,22888118,24269031,24652969
18000,Indiana,3,CA30,240,...,Total employment (number of jobs),3597152,3649447,3588931,3554515,3554429,3597377,3639388,3679389,3726658,3691356,3534937,3528105,3593898,3643822,3685255,3742456,3797529,3858235
18000,Indiana,3,CA30,250,...,  Wage and salary employment,3060251,3092859,3029863,2997844,2990058,3015965,3035112,3060168,3076261,3044194,2879245,2877455,2920175,2978283,3011101,3055964,3105873,3150848
18000,Indiana,3,CA30,260,...,  Proprietors employment,536901,556588,559068,556671,564371,581412,604276,619221,650397,647162,655692,650650,673723,665539,674154,686492,691656,707387
18000,Indiana,3,CA30,270,...,    Farm proprietors employment 6/,65866,65029,62793,56675,53974,52527,52119,51048,52276,52258,52683,53288,53564,51001,51475,51241,50863,50658
18000,Indiana,3,CA30,280,...,    Nonfarm proprietors employment,471035,491559,496275,499996,510397,528885,552157,568173,598121,594904,603009,597362,620159,614538,622679,635251,640793,656729
18000,Indiana,3,CA30,290,...,Average earnings per job (dollars),34275,35794,36991,38058,39140,40466,41060,42522,42891,44469,44236,46029,47987,49379,50325,50969,51579,52950
18000,Indiana,3,CA30,300,...,  Average wages and salaries,29928,30967,31848,32693,33619,35008,35804,36970,37924,38818,38725,39774,40837,41862,42366,43295,44659,45378
18000,Indiana,3,CA30,310,...,  Average nonfarm proprietors' income,24421,25427,26535,28081,26179,24213,23237,25225,21624,24155,27349,30715,34989,36772,36422,36030,37873,37539
19000,Iowa,4,CA30,10,...,Personal income (thousands of dollars),75382397,80584533,82906560,84963006,86723292,94120989,96668245,102703805,110015525,117010217,113322375,115762598,125236725,130989989,133536267,137733646,142825634,144195709
19000,Iowa,4,CA30,45,...,  Net earnings by place of residence,49916080,53380613,54702299,55774435,57828539,64234713,66121131,69266146,73382074,76967186,73295982,74719701,81362857,84982689,87420700,89389232,91878986,92353473
19000,Iowa,4,CA30,50,...,  Personal current transfer receipts,10133010,10852468,11745680,12926889,12877269,13341711,14248308,15719275,16715852,19062259,20385643,21708012,22073356,22014180,22505466,23496545,24685077,25205902
19000,Iowa,4,CA30,60,...,    Income maintenance benefits 1/,721836,717980,757223,810924,899583,977722,1076753,1144483,1387822,1519552,1756578,1926638,1945513,1975268,1998428,1962517,1956572,1937136
19000,Iowa,4,CA30,70,...,    Unemployment insurance compensation,191147,213905,313242,440636,468100,333123,310605,324263,343088,492108,1141176,1084322,848836,648758,522923,413662,402682,410877
19000,Iowa,4,CA30,80,...,    Retirement and other,9220027,9920583,10675215,11675329,11509586,12030866,12860950,14250529,14984942,17050599,17487889,18697052,19279007,19390154,19984115,21120366,22325823,22857889
19000,Iowa,4,CA30,90,...,"  Dividends, interest, and rent 2/",15333307,16351452,16458581,16261682,16017484,16544565,16298806,17718384,19917599,20980772,19640750,19334885,21800512,23993120,23610101,24847869,26261571,26636334
19000,Iowa,4,CA30,100,...,  Population (persons) 3/,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050738,3065223,3076310,3091930,3108030,3121997,3134693
19000,Iowa,4,CA30,110,...,  Per capita personal income 4/,25837,27512,28276,28956,29478,31866,32609,34434,36681,38787,37365,37946,40857,42580,43189,44315,45748,46000
19000,Iowa,4,CA30,120,...,  Per capita net earnings 4/,17108,18224,18657,19008,19656,21748,22305,23223,24467,25513,24167,24492,26544,27625,28274,28761,29430,29462
19000,Iowa,4,CA30,130,...,  Per capita personal current transfer receipts 4/,3473,3705,4006,4406,4377,4517,4806,5270,5573,6319,6722,7116,7201,7156,7279,7560,7907,8041
19000,Iowa,4,CA30,140,...,    Per capita income maintenance benefits 4/,247,245,258,276,306,331,363,384,463,504,579,632,635,642,646,631,627,618
19000,Iowa,4,CA30,150,...,    Per capita unemployment insurance compensation 4/,66,73,107,150,159,113,105,109,114,163,376,355,277,211,169,133,129,131
19000,Iowa,4,CA30,160,...,    Per capita retirement and other 4/,3160,3387,3641,3979,3912,4073,4338,4778,4996,5652,5766,6129,6290,6303,6463,6795,7151,7292
19000,Iowa,4,CA30,170,...,"  Per capita dividends, interest, and rent 4/",5255,5582,5613,5542,5444,5601,5498,5940,6641,6955,6476,6338,7112,7799,7636,7995,8412,8497
19000,Iowa,4,CA30,180,...,  Earnings by place of work,55677049,59303986,60744110,62101339,64545101,71004515,73301075,76775819,81221480,85361120,81560649,83281379,89176375,93163216,97001184,99498863,102366541,103413543
19000,Iowa,4,CA30,190,...,    Wages and salaries,40182058,41958028,42987825,43747887,45217567,47894120,50009201,52642497,55506496,57456064,56106972,57257622,59438594,62195718,64024751,67147663,70070123,71816743
19000,Iowa,4,CA30,200,...,    Supplements to wages and salaries,8782876,9604214,10104743,10413358,10978126,11823885,12570341,13086087,13747816,14465790,14795336,14867336,14951699,15888690,15944210,17095985,17108513,18466747
19000,Iowa,4,CA30,201,...,      Employer contributions for employee pension and insurance funds 5/,5614057,6313947,6763531,7017527,7402836,8091764,8673810,8994114,9473924,9994136,10399869,10239358,10063199,10882875,10855521,11910745,11836599,12895789
19000,Iowa,4,CA30,202,...,      Employer contributions for government social insurance,3168819,3290267,3341212,3395831,3575290,3732121,3896531,4091973,4273892,4471654,4395467,4627978,4888500,5005815,5088689,5185240,5271914,5570958
19000,Iowa,4,CA30,210,...,    Proprietors' income,6712115,7741744,7651542,7940094,8349408,11286510,10721533,11047235,11967168,13439266,10658341,11156421,14786082,15078808,17032223,15255215,15187905,13130053
19000,Iowa,4,CA30,220,...,      Farm proprietors' income,1248369,2108863,1881041,1772371,1856394,4261675,3400194,2424427,3145160,4301121,2763176,3224834,7016491,6018834,7928895,5303671,4971390,2695671
19000,Iowa,4,CA30,230,...,      Nonfarm proprietors' income,5463746,5632881,5770501,6167723,6493014,7024835,7321339,8622808,8822008,9138145,7895165,7931587,7769591,9059974,9103328,9951544,10216515,10434382
19000,Iowa,4,CA30,240,...,Total employment (number of jobs),1895217,1914632,1902162,1880298,1874426,1904243,1936248,1968350,1997501,2001992,1965704,1951933,1977990,1994470,2020217,2039854,2060353,2076231
19000,Iowa,4,CA30,250,...,  Wage and salary employment,1521119,1534288,1522064,1508207,1501099,1523691,1547859,1571356,1583442,1590653,1547457,1537132,1553036,1571483,1593351,1608169,1627194,1635851
19000,Iowa,4,CA30,260,...,  Proprietors employment,374098,380344,380098,372091,373327,380552,388389,396994,414059,411339,418247,414801,424954,422987,426866,431685,433159,440380
19000,Iowa,4,CA30,270,...,    Farm proprietors employment 6/,95648,94983,91481,81029,76864,74640,73612,71617,74306,73352,72595,72352,72700,72209,72641,72272,71906,71455
19000,Iowa,4,CA30,280,...,    Nonfarm proprietors employment,278450,285361,288617,291062,296463,305912,314777,325377,339753,337987,345652,342449,352254,350778,354225,359413,361253,368925
19000,Iowa,4,CA30,290,...,Average earnings per job (dollars),29378,30974,31934,33027,34435,37288,37857,39005,40662,42638,41492,42666,45084,46711,48015,48777,49684,49808
19000,Iowa,4,CA30,300,...,  Average wages and salaries,26416,27347,28243,29007,30123,31433,32309,33501,35054,36121,36258,37250,38273,39578,40182,41754,43062,43902
19000,Iowa,4,CA30,310,...,  Average nonfarm proprietors' income,19622,19739,19994,21190,21902,22964,23259,26501,25966,27037,22841,23161,22057,25828,25699,27688,28281,28283
20000,Kansas,4,CA30,10,...,Personal income (thousands of dollars),72401435,76512050,79087763,79737565,82089882,83860092,88583966,97677245,105406658,115633816,111052352,112083904,122014751,129292297,132683659,135017710,136598008,137305437
20000,Kansas,4,CA30,45,...,  Net earnings by place of residence,48743545,51035681,52945493,53442256,55390272,56482845,59659081,64769547,69293096,75523952,72680199,73810772,80209043,85398655,89236954,88527794,89156746,89085748
20000,Kansas,4,CA30,50,...,  Personal current transfer receipts,8902161,9650835,10549298,11203835,11709430,12040554,12682434,13635775,14667271,16557390,18019784,19173099,19630001,19373733,19660435,20341689,21266488,21920425
20000,Kansas,4,CA30,60,...,    Income maintenance benefits 1/,658271,655284,672410,744987,1092442,1066777,1040745,1081104,1365423,1465067,1683784,1881814,1982208,1941481,1981243,1887144,1871862,1850157
20000,Kansas,4,CA30,70,...,    Unemployment insurance compensation,156059,177472,246637,414472,522150,332043,273455,237989,253230,382748,1111711,1145295,832836,638554,449747,294442,259560,222192
20000,Kansas,4,CA30,80,...,    Retirement and other,8087831,8818079,9630251,10044376,10094838,10641734,11368234,12316682,13048618,14709575,15224289,16145990,16814957,16793698,17229445,18160103,19135066,19848076
20000,Kansas,4,CA30,90,...,"  Dividends, interest, and rent 2/",14755729,15825534,15592972,15091474,14990180,15336693,16242451,19271923,21446291,23552474,20352369,19100033,22175707,24519909,23786270,26148227,26174774,26299264
20000,Kansas,4,CA30,100,...,  Population (persons) 3/,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858850,2869503,2885262,2892821,2899360,2906721,2907289
20000,Kansas,4,CA30,110,...,  Per capita personal income 4/,27032,28404,29268,29385,30147,30669,32268,35353,37865,41179,39204,39206,42521,44811,45867,46568,46994,47228
20000,Kansas,4,CA30,120,...,  Per capita net earnings 4/,18199,18946,19594,19695,20342,20657,21731,23442,24892,26895,25658,25818,27952,29598,30848,30534,30673,30642
20000,Kansas,4,CA30,130,...,  Per capita personal current transfer receipts 4/,3324,3583,3904,4129,4300,4403,4620,4935,5269,5896,6361,6707,6841,6715,6796,7016,7316,7540
20000,Kansas,4,CA30,140,...,    Per capita income maintenance benefits 4/,246,243,249,275,401,390,379,391,490,522,594,658,691,673,685,651,644,636
20000,Kansas,4,CA30,150,...,    Per capita unemployment insurance compensation 4/,58,66,91,153,192,121,100,86,91,136,392,401,290,221,155,102,89,76
20000,Kansas,4,CA30,160,...,    Per capita retirement and other 4/,3020,3274,3564,3702,3707,3892,4141,4458,4687,5238,5374,5648,5860,5821,5956,6263,6583,6827
